srno,address,categories,city,country,latitude,longitude,name,postalCode,province,cleaned_name,is_tourist_province,rest_per_km2_province,rest_per_1000people_province,api_call_made,schools,university,hospital,park,offices,mall,all_lat_long
4156,937 N Center St,,Somerset,US,40.0169,-79.0787,McDonald's,15501,PA,mcdonalds,0,0.004495914,0.0406806871,True,0,0,0,1,2,0,"[[ 40.01645842 -79.07768419]
 [ 40.01794478 -79.07867017]
 [ 40.017311   -79.083669  ]]"
4157,12776 Deshler Rd,,North Baltimore,US,41.172619,-83.637734,McDonald's,45872,OH,mcdonalds,0,0.007757798,0.0702343191,True,0,0,0,0,0,0,
4158,7379 Westbranch Hwy,,Lewisburg,US,40.980371,-76.885264,McDonald's,17837,PA,mcdonalds,0,0.004495914,0.0406806871,True,1,0,3,1,0,0,"[[ 40.98235273 -76.88490122]
 [ 40.97957692 -76.88658445]
 [ 40.97953419 -76.88503633]
 [ 40.980038   -76.886296  ]
 [ 40.979273   -76.891858  ]]"
4159,30807 Woodward Ave,,Royal Oak,US,42.5157,-83.1849,McDonald's,48073,MI,mcdonalds,0,0.003462287,0.0507207194,True,1,0,12,4,5,0,"[[ 42.5183011  -83.1902627 ]
 [ 42.513995   -83.191595  ]
 [ 42.51385889 -83.19149748]
 [ 42.51427252 -83.19122478]
 [ 42.513996   -83.190595  ]
 [ 42.51705941 -83.18817299]
 [ 42.514922   -83.189773  ]
 [ 42.5143     -83.190316  ]
 [ 42.51618077 -83.19075976]
 [ 42.514732   -83.19113   ]
 [ 42.51448031 -83.1916806 ]
 [ 42.51442586 -83.19163054]
 [ 42.515587   -83.183361  ]
 [ 42.51399379 -83.18373787]
 [ 42.52035077 -83.18664195]
 [ 42.51611172 -83.19103706]
 [ 42.51477108 -83.18454893]
 [ 42.51578877 -83.19099784]
 [ 42.51634365 -83.18851836]
 [ 42.512311   -83.181468  ]
 [ 42.51732425 -83.19097427]
 [ 42.51601874 -83.19091149]]"
4160,1503 N Park Ave,,Alexandria,US,40.275454,-85.669893,McDonald's,46001,IN,mcdonalds,0,0.005410124,0.0750163108,True,0,0,0,1,1,0,"[[ 40.275266   -85.669362  ]
 [ 40.27298109 -85.67095057]]"
4161,2584 N Susquehanna Trail,,Shamokin Dam,US,40.8416,-76.8271,McDonald's,17876,PA,mcdonalds,0,0.004495914,0.0406806871,True,0,0,0,1,0,0,[[ 40.84605692 -76.82693114]]
4162,560 N High St,,Mount Orab,US,39.0394,-83.91978,McDonald's,45154,OH,mcdonalds,0,0.007757798,0.0702343191,True,0,0,0,1,0,0,[[ 39.03503165 -83.92075022]]
4163,2475 W Wheeler,,Aransas Pass,US,27.9235,-97.1756,McDonald's,78336,TX,mcdonalds,1,0.0016317192,0.0384644262,True,0,0,0,0,0,0,
4164,1695 E Kemper Rd,,Cincinnati,US,39.284774,-84.444467,McDonald's,45246,OH,mcdonalds,0,0.007757798,0.0702343191,True,0,0,0,1,7,1,"[[ 39.28909    -84.44709   ]
 [ 39.28305    -84.445074  ]
 [ 39.28373611 -84.45038428]
 [ 39.286316   -84.443264  ]
 [ 39.289283   -84.446695  ]
 [ 39.282897   -84.445149  ]
 [ 39.28909    -84.44709   ]
 [ 39.2890805  -84.447486  ]
 [ 39.28266977 -84.44803638]]"
4165,501 Lincoln Hwy,,North Versailles,US,40.384087955,-79.82392103,McDonald's,15137,PA,mcdonalds,0,0.004495914,0.0406806871,True,0,0,0,1,3,0,"[[ 40.3851709  -79.82435371]
 [ 40.38438234 -79.82334226]
 [ 40.38773809 -79.82482117]
 [ 40.38156102 -79.81936851]]"
4166,3010 W Coliseum Blvd,,Fort Wayne,US,41.117607,-85.182146,McDonald's,46808,IN,mcdonalds,0,0.005410124,0.0750163108,True,0,0,0,1,0,0,[[ 41.11665463 -85.17898219]]
4167,35 Bound Ave,,Milton,US,41.019555,-76.853877,McDonald's,17847,PA,mcdonalds,0,0.004495914,0.0406806871,True,0,0,0,1,5,0,"[[ 41.02207758 -76.85503213]
 [ 41.02028286 -76.85404166]
 [ 41.02084468 -76.85507775]
 [ 41.01923765 -76.85257272]
 [ 41.02222443 -76.85268402]
 [ 41.021035   -76.85312   ]]"
4168,905 Union Ave,,Memphis,US,35.13782,-90.03158,McDonald's,38103,TN,mcdonalds,0,0.004232289,0.0667650417,True,2,6,2,3,16,0,"[[ 35.13956494 -90.02838086]
 [ 35.13586239 -90.03581379]
 [ 35.14019242 -90.03296988]
 [ 35.137881   -90.032829  ]
 [ 35.13787293 -90.0327187 ]
 [ 35.14091377 -90.03011811]
 [ 35.14017943 -90.03303247]
 [ 35.14007184 -90.03103897]
 [ 35.13821638 -90.02791607]
 [ 35.14294    -90.032093  ]
 [ 35.14327577 -90.03253623]
 [ 35.1401014  -90.03172573]
 [ 35.14085411 -90.02922844]
 [ 35.1379385  -90.0352821 ]
 [ 35.141091   -90.027716  ]
 [ 35.13794492 -90.03531262]
 [ 35.13792299 -90.03534079]
 [ 35.139932   -90.027794  ]
 [ 35.138169   -90.029566  ]
 [ 35.139825   -90.031328  ]
 [ 35.139809   -90.031384  ]
 [ 35.140154   -90.031964  ]
 [ 35.14038659 -90.03007604]
 [ 35.14059586 -90.03068669]
 [ 35.138337   -90.027733  ]
 [ 35.138404   -90.027098  ]
 [ 35.141444   -90.030111  ]
 [ 35.14188572 -90.02742849]
 [ 35.141167   -90.027366  ]]"
4169,702 E Main St,,Cobleskill,US,42.67885,-74.47783,McDonald's,12043,NY,mcdonalds,1,0.003998132,0.0249715884,True,0,0,0,2,4,0,"[[ 42.683371   -74.475581  ]
 [ 42.68375251 -74.47585702]
 [ 42.68108597 -74.47386182]
 [ 42.67755909 -74.48404761]
 [ 42.67912513 -74.48413716]
 [ 42.677568   -74.484054  ]]"
4170,1100 El Camino Real,,Menlo Park,US,37.453922,-122.183105,McDonald's,94025,CA,mcdonalds,1,0.003313786,0.0337992891,True,4,4,2,30,13,0,"[[  37.457897   -122.182173  ]
 [  37.456004   -122.179298  ]
 [  37.44936088 -122.18477378]
 [  37.457891   -122.18213311]
 [  37.45101563 -122.18794422]
 [  37.45272064 -122.18112183]
 [  37.45108351 -122.18696871]
 [  37.45004793 -122.187038  ]
 [  37.45457641 -122.18281102]
 [  37.4570169  -122.18714042]
 [  37.45480968 -122.18257325]
 [  37.45322781 -122.18213081]
 [  37.45398781 -122.17977941]
 [  37.4527667  -122.18172055]
 [  37.45065062 -122.18052044]
 [  37.44896885 -122.18725502]
 [  37.45104419 -122.18532806]
 [  37.45364721 -122.17715783]
 [  37.4524194  -122.17805855]
 [  37.45392722 -122.183154  ]
 [  37.4513236  -122.1885532 ]
 [  37.45645856 -122.18644738]
 [  37.4521799  -122.18424   ]
 [  37.45376112 -122.18117513]
 [  37.45369628 -122.18410015]
 [  37.45417663 -122.182776  ]
 [  37.45295981 -122.18775868]
 [  37.45367496 -122.18237489]
 [  37.45525718 -122.18686028]
 [  37.45432166 -122.18242914]
 [  37.45316    -122.182994  ]
 [  37.456026   -122.187524  ]
 [  37.453323   -122.18314   ]
 [  37.45383    -122.18219   ]
 [  37.4505321  -122.1791572 ]
 [  37.45122891 -122.18350907]
 [  37.45471    -122.18238   ]
 [  37.45284164 -122.18338645]
 [  37.455008   -122.184201  ]
 [  37.45232931 -122.1775213 ]
 [  37.4543378  -122.1839521 ]
 [  37.45358685 -122.18482176]
 [  37.45232812 -122.18149792]
 [  37.45076    -122.183823  ]
 [  37.45210935 -122.18200233]
 [  37.452483   -122.185651  ]
 [  37.45517731 -122.18209076]
 [  37.451859   -122.18395   ]
 [  37.45004793 -122.187038  ]
 [  37.45156305 -122.18531757]
 [  37.4507752  -122.1838438 ]
 [  37.45535111 -122.17775079]
 [  37.45560499 -122.18771696]]"
4171,400 1st St W,,Milan,US,41.44971,-90.56784,McDonald's,61264,IL,mcdonalds,0,0.0039709861,0.0448156671,True,0,1,0,1,3,0,"[[ 41.45250832 -90.57110984]
 [ 41.45047087 -90.56334972]
 [ 41.45242449 -90.57004607]
 [ 41.451289   -90.572258  ]
 [ 41.45156802 -90.57196524]]"
4172,9607 E Independence Blvd,,Matthews,US,35.1363,-80.7137,McDonald's,28105,NC,mcdonalds,0,0.0044552097,0.0540274008,True,2,0,1,2,2,0,"[[ 35.138946   -80.712549  ]
 [ 35.13863082 -80.71246764]
 [ 35.13332771 -80.70979193]
 [ 35.13430095 -80.7154943 ]
 [ 35.13393004 -80.71544557]
 [ 35.13154224 -80.71219667]
 [ 35.13507748 -80.71039927]]"
4173,730 Stanyan St,Fast Food Restaurant,San Francisco,US,37.768298,-122.453372,McDonald's,94117,CA,mcdonalds,1,0.003313786,0.0337992891,True,4,1,6,30,9,0,"[[  37.77421127 -122.45035364]
 [  37.76385286 -122.45043849]
 [  37.76783121 -122.44925737]
 [  37.765598   -122.457001  ]
 [  37.76446151 -122.45786169]
 [  37.76322945 -122.45735233]
 [  37.763198   -122.457183  ]
 [  37.76278547 -122.45759079]
 [  37.7630895  -122.4578144 ]
 [  37.76319    -122.457772  ]
 [  37.77325485 -122.45351831]
 [  37.77063483 -122.45074699]
 [  37.7661493  -122.44935552]
 [  37.76815988 -122.45816391]
 [  37.76815592 -122.45743599]
 [  37.768171   -122.453203  ]
 [  37.768228   -122.453244  ]
 [  37.768434   -122.453781  ]
 [  37.77107634 -122.45417961]
 [  37.768138   -122.453093  ]
 [  37.7663918  -122.44840743]
 [  37.767797   -122.453475  ]
 [  37.768266   -122.453799  ]
 [  37.77003627 -122.45908499]
 [  37.76800304 -122.45530902]
 [  37.7673393  -122.45335579]
 [  37.76576    -122.45303   ]
 [  37.76766577 -122.45518031]
 [  37.7685495  -122.45642979]
 [  37.76825355 -122.45722591]
 [  37.76905791 -122.45391976]
 [  37.76903643 -122.45775112]
 [  37.76991754 -122.45790482]
 [  37.77179556 -122.45733021]
 [  37.76915213 -122.45363206]
 [  37.7663203  -122.45302025]
 [  37.7670962  -122.45367329]
 [  37.76569393 -122.45524406]
 [  37.76429237 -122.45623916]
 [  37.7697885  -122.44811992]
 [  37.76995024 -122.44759581]
 [  37.76998646 -122.44859536]
 [  37.769965   -122.44723   ]
 [  37.769074   -122.45176   ]
 [  37.77124    -122.45018   ]
 [  37.768493   -122.447695  ]
 [  37.76392978 -122.45612383]
 [  37.77332062 -122.4529688 ]
 [  37.763575   -122.457744  ]
 [  37.7630895  -122.4578144 ]]"
4174,7411 Madison Ave,Fast Food,Citrus Heights,US,38.664058,-121.291145,McDonald's,95610,CA,mcdonalds,1,0.003313786,0.0337992891,True,1,0,0,1,0,0,"[[  38.66614445 -121.29459809]
 [  38.66535007 -121.28567301]]"
4175,7850 Lichen Dr,Fast Food Restaurant,Citrus Heights,US,38.707941,-121.312525,McDonald's,95621,CA,mcdonalds,1,0.003313786,0.0337992891,True,0,0,3,0,2,0,"[[  38.70534473 -121.31509635]
 [  38.70531651 -121.31512   ]
 [  38.7075098  -121.30675012]
 [  38.7088827  -121.31493451]
 [  38.70673345 -121.31189743]]"
4176,7632 Sunrise Blvd,Fast Food,Citrus Heights,US,38.704734,-121.271233,McDonald's,95610,CA,mcdonalds,1,0.003313786,0.0337992891,True,1,0,1,0,1,0,"[[  38.70364248 -121.2737712 ]
 [  38.70189773 -121.27144867]
 [  38.70958686 -121.27223432]]"
4177,14106 W Lake Houston Pkwy,,Houston,US,29.931086,-95.175905,McDonald's,77044,TX,mcdonalds,1,0.0016317192,0.0384644262,True,1,0,0,1,1,0,"[[ 29.928717   -95.176812  ]
 [ 29.93524651 -95.17646387]
 [ 29.92990886 -95.17311259]]"
4178,770 W Chapman Ave,Fast Food Restaurant and American Restaurant,Placentia,US,33.873485,-117.878655,McDonald's,92870,CA,mcdonalds,1,0.003313786,0.0337992891,True,0,3,0,4,1,0,"[[  33.87751    -117.87845   ]
 [  33.87583326 -117.88181838]
 [  33.874723   -117.87929   ]
 [  33.87643526 -117.88344381]
 [  33.87195428 -117.88207499]
 [  33.86880443 -117.87877554]
 [  33.87493514 -117.88340948]
 [  33.874231   -117.87899   ]]"
4179,249 S Mountain Blvd,,Mountain Top,US,41.1435,-75.9005,McDonald's,18707,PA,mcdonalds,0,0.004495914,0.0406806871,True,2,0,1,1,0,0,"[[ 41.13965924 -75.90368736]
 [ 41.14038699 -75.90384049]
 [ 41.14543841 -75.90001768]
 [ 41.14669855 -75.8992641 ]]"
4180,700 W Coast Hwy,Fast Food,Newport Beach,US,33.6161,-117.911137,McDonald's,92663,CA,mcdonalds,1,0.003313786,0.0337992891,True,1,0,2,0,0,0,"[[  33.618439   -117.908821  ]
 [  33.61634231 -117.91355073]
 [  33.61546211 -117.91375243]]"
4181,705 Merced Mall,Fast Food Restaurant,Merced,US,37.320284,-120.485083,McDonald's,95348,CA,mcdonalds,1,0.003313786,0.0337992891,True,2,1,0,1,10,13,"[[  37.31844377 -120.48548634]
 [  37.323809   -120.488637  ]
 [  37.31781439 -120.48697094]
 [  37.31751324 -120.48462573]
 [  37.31873325 -120.48455262]
 [  37.3189     -120.483616  ]
 [  37.31758183 -120.48709378]
 [  37.31895268 -120.47925532]
 [  37.318555   -120.487946  ]
 [  37.318735   -120.480996  ]
 [  37.31746698 -120.48805636]
 [  37.31890178 -120.48033475]
 [  37.318729   -120.480239  ]
 [  37.3225236  -120.48105394]
 [  37.32076735 -120.48349529]
 [  37.320732   -120.484951  ]
 [  37.32049189 -120.48445701]
 [  37.32119531 -120.48497915]
 [  37.320821   -120.483894  ]
 [  37.32085876 -120.48368089]
 [  37.31918194 -120.48701385]
 [  37.32035553 -120.483111  ]
 [  37.32301793 -120.48279003]
 [  37.3208025  -120.48461448]
 [  37.320795   -120.48445344]
 [  37.321286   -120.483453  ]
 [  37.319642   -120.48177   ]]"
4182,142 S George St,,York,US,39.960487,-76.726687,McDonald's,17401,PA,mcdonalds,0,0.004495914,0.0406806871,True,9,0,0,11,29,0,"[[ 39.96411732 -76.72991796]
 [ 39.95882862 -76.72833098]
 [ 39.963131   -76.729847  ]
 [ 39.96002064 -76.72423051]
 [ 39.95822949 -76.72703763]
 [ 39.96224555 -76.73187856]
 [ 39.96144098 -76.73294477]
 [ 39.96217905 -76.72092728]
 [ 39.964404   -76.72774785]
 [ 39.962195   -76.727805  ]
 [ 39.95961049 -76.72429252]
 [ 39.96249439 -76.72998502]
 [ 39.95915788 -76.7297559 ]
 [ 39.95682177 -76.72730255]
 [ 39.960991   -76.721643  ]
 [ 39.96373439 -76.72938358]
 [ 39.96382448 -76.72933175]
 [ 39.962231   -76.732311  ]
 [ 39.96101209 -76.72988977]
 [ 39.96398824 -76.72678467]
 [ 39.96145431 -76.73101709]
 [ 39.96376251 -76.72589705]
 [ 39.96518973 -76.72774597]
 [ 39.96047486 -76.72614702]
 [ 39.96107    -76.72966   ]
 [ 39.96301056 -76.72731024]
 [ 39.9627103  -76.72702072]
 [ 39.96277204 -76.72773242]
 [ 39.95861152 -76.72852007]
 [ 39.96352    -76.725503  ]
 [ 39.96356171 -76.72736456]
 [ 39.963418   -76.724583  ]
 [ 39.96362686 -76.72484589]
 [ 39.95748626 -76.72898228]
 [ 39.96422328 -76.72722245]
 [ 39.963724   -76.728081  ]
 [ 39.96144801 -76.73181184]
 [ 39.96343812 -76.73030734]
 [ 39.96458    -76.724348  ]
 [ 39.965575   -76.727638  ]
 [ 39.96511585 -76.72772572]
 [ 39.9619432  -76.7277889 ]
 [ 39.964062   -76.726992  ]
 [ 39.96107195 -76.72986021]
 [ 39.96110535 -76.72943115]
 [ 39.9628396  -76.727459  ]
 [ 39.9631313  -76.7287407 ]
 [ 39.962543   -76.72806685]
 [ 39.96460692 -76.72395177]]"
4183,2715 Black Oak Dr,,Paso Robles,US,35.6428,-120.6865,McDonald's,93446,CA,mcdonalds,1,0.003313786,0.0337992891,True,1,0,1,0,0,0,"[[  35.63976816 -120.69124302]
 [  35.63996661 -120.69066148]]"
4184,1001 Sperry Ave,,Patterson,US,37.4645,-121.14104,McDonald's,95363,CA,mcdonalds,1,0.003313786,0.0337992891,True,0,0,0,3,0,0,"[[  37.46136971 -121.14454508]
 [  37.46189904 -121.13843195]
 [  37.46822538 -121.1429431 ]]"
4185,1200 Broadway,,Placerville,US,38.7309,-120.7881,McDonald's,95667,CA,mcdonalds,1,0.003313786,0.0337992891,True,2,0,0,0,1,0,"[[  38.72888513 -120.79146219]
 [  38.72857637 -120.7925506 ]
 [  38.726458   -120.789172  ]]"
4186,7123 Crenshaw Blvd,Fast Food Restaurants,Los Angeles,US,33.975042,-118.330889,McDonald's,90043,CA,mcdonalds,1,0.003313786,0.0337992891,True,4,0,1,0,3,0,"[[  33.976622   -118.325966  ]
 [  33.9748015  -118.3264647 ]
 [  33.9762281  -118.32459289]
 [  33.973174   -118.331037  ]
 [  33.97585286 -118.33107293]
 [  33.970131   -118.331189  ]
 [  33.97072024 -118.33065569]
 [  33.97758656 -118.3355363 ]]"
4187,7035 N Marks Ave,Fast Food Restaurants,Fresno,US,36.837705,-119.847535,McDonald's,93711,CA,mcdonalds,1,0.003313786,0.0337992891,True,0,0,0,1,0,0,[[  36.83912419 -119.85252024]]
4188,613 E 4th Ave,Fast Food Restaurant,Red Springs,US,34.811406,-79.174756,McDonald's,28377,NC,mcdonalds,0,0.0044552097,0.0540274008,True,0,0,0,0,0,0,
4189,7025 N Ingram Ave,Fast Food Restaurants,Fresno,US,36.837453,-119.802736,McDonald's,93650,CA,mcdonalds,1,0.003313786,0.0337992891,True,0,0,0,0,2,0,"[[  36.8354229 -119.8089141]
 [  36.835937  -119.809073 ]]"
4190,7140 Miramar Rd,Fast Food Restaurant,San Diego,US,32.880762,-117.159458,McDonald's,92121,CA,mcdonalds,1,0.003313786,0.0337992891,True,1,0,0,0,4,0,"[[  32.87987886 -117.16386215]
 [  32.882536   -117.155316  ]
 [  32.88389012 -117.16235265]
 [  32.88224487 -117.16373579]
 [  32.88159    -117.16614   ]]"
4191,1877 Carrollton Pike,,Hillsville,US,36.747828,-80.764376,McDonald's,24343,VA,mcdonalds,1,0.0048983662,0.0588187988,True,0,0,0,0,0,0,
4192,7453 Valley Pike,,Middletown,US,39.03522,-78.27072,McDonald's,22645,VA,mcdonalds,1,0.0048983662,0.0588187988,True,0,1,0,0,1,0,"[[ 39.03580398 -78.2676729 ]
 [ 39.035946   -78.267378  ]]"
4193,100 Mall Rd,,Covington,US,37.7736,-79.9673,McDonald's,24426,VA,mcdonalds,1,0.0048983662,0.0588187988,True,0,0,0,0,0,1,[[ 37.77202255 -79.96781686]]
4194,1205 S Main St,Fast Food Restaurants,Manteca,US,37.786014,-121.216024,McDonald's,95337,CA,mcdonalds,1,0.003313786,0.0337992891,True,0,0,1,3,0,0,"[[  37.788724   -121.220572  ]
 [  37.78783509 -121.21546291]
 [  37.78486629 -121.2215399 ]
 [  37.78580137 -121.21758737]]"
4195,1199 Calimesa Blvd,Fast Food,Calimesa,US,33.99431,-117.057108,McDonald's,92320,CA,mcdonalds,1,0.003313786,0.0337992891,True,1,0,0,0,1,0,"[[  33.99655071 -117.05177307]
 [  33.9969101  -117.05643463]]"
4196,1197 N Willow Ave,Fast Food Restaurant,Clovis,US,36.851817,-119.728874,McDonald's,93611,CA,mcdonalds,1,0.003313786,0.0337992891,True,1,0,0,2,0,0,"[[  36.85034508 -119.72862722]
 [  36.85295577 -119.72931429]
 [  36.8493342  -119.728035  ]]"
4197,1 Yorktown Shopping Ctr,,Lombard,US,41.842068,-88.01086,McDonald's,60148,IL,mcdonalds,0,0.0039709861,0.0448156671,True,3,1,0,3,6,17,"[[ 41.8453     -88.00889   ]
 [ 41.83901594 -88.00796073]
 [ 41.84475642 -88.01497018]
 [ 41.84006776 -88.00548366]
 [ 41.83696538 -88.0123371 ]
 [ 41.83563742 -88.01071703]
 [ 41.83639519 -88.01214748]
 [ 41.83984165 -88.0086142 ]
 [ 41.84500307 -88.00851884]
 [ 41.84382265 -88.01224152]
 [ 41.84297765 -88.01248524]
 [ 41.83696538 -88.0123371 ]
 [ 41.84062456 -88.01178446]
 [ 41.842069   -88.01086   ]
 [ 41.84166614 -88.00451339]
 [ 41.83988634 -88.00649215]
 [ 41.839461   -88.0071616 ]
 [ 41.838084   -88.008836  ]
 [ 41.84012762 -88.00557925]
 [ 41.83963795 -88.0061528 ]
 [ 41.839001   -88.0075755 ]
 [ 41.83940436 -88.00714215]
 [ 41.8391131  -88.00631538]
 [ 41.8394391  -88.008018  ]
 [ 41.83999181 -88.00642045]
 [ 41.83962398 -88.0062819 ]
 [ 41.83898762 -88.00601897]
 [ 41.83964539 -88.00622515]
 [ 41.83960327 -88.00681715]
 [ 41.83952837 -88.00594521]]"
4198,301 W Broaddus Ave,,Bowling Green,US,38.048374,-77.356995,McDonald's,22427,VA,mcdonalds,1,0.0048983662,0.0588187988,True,0,0,0,0,0,0,
4199,1198 San Pablo Ave,Fast Food Restaurants,Albany,US,37.882305,-122.29648,McDonald's,94706,CA,mcdonalds,1,0.003313786,0.0337992891,True,3,2,2,2,7,0,"[[  37.88436141 -122.29355733]
 [  37.884558   -122.299579  ]
 [  37.8790532  -122.30093629]
 [  37.88381699 -122.29946428]
 [  37.88413594 -122.30064468]
 [  37.88406057 -122.29765087]
 [  37.87898634 -122.29659166]
 [  37.88460693 -122.29365146]
 [  37.885385   -122.29737   ]
 [  37.8796582  -122.2973027 ]
 [  37.8796001  -122.2973841 ]
 [  37.8795935  -122.2973846 ]
 [  37.880458   -122.296035  ]
 [  37.87976    -122.30075   ]
 [  37.87933955 -122.30210639]
 [  37.88204921 -122.29915887]]"
4200,2739 Maple Ave,,Zanesville,US,39.97244,-82.01162,McDonald's,43701,OH,mcdonalds,0,0.007757798,0.0702343191,True,0,0,2,1,6,0,"[[ 39.97485518 -82.0163021 ]
 [ 39.97488068 -82.01603328]
 [ 39.96786118 -82.01354218]
 [ 39.97108    -82.012834  ]
 [ 39.96945614 -82.01009276]
 [ 39.97381973 -82.01641846]
 [ 39.9740402  -82.01656024]
 [ 39.973901   -82.01701   ]
 [ 39.97307722 -82.01735333]]"
4201,329 2nd St,,Williamsburg,US,37.2731,-76.6832,McDonald's,23185,VA,mcdonalds,1,0.0048983662,0.0588187988,True,2,0,0,1,0,0,"[[ 37.275288   -76.685983  ]
 [ 37.27561477 -76.68589979]
 [ 37.27559157 -76.68217464]]"
4202,11800 Wilmington Ave,Fast Food Restaurant Willowbrook,Los Angeles,US,33.926014,-118.239029,McDonald's,90059,CA,mcdonalds,1,0.003313786,0.0337992891,True,3,1,3,4,1,0,"[[  33.92545205 -118.24270079]
 [  33.92923251 -118.23756635]
 [  33.92633262 -118.24355121]
 [  33.92546195 -118.24267392]
 [  33.923109   -118.243111  ]
 [  33.92331349 -118.24211212]
 [  33.92366092 -118.24331137]
 [  33.93022174 -118.24018478]
 [  33.924011   -118.240558  ]
 [  33.9282836  -118.23797383]
 [  33.92757674 -118.23675541]
 [  33.9252685  -118.24356984]]"
4203,3971 Barker Cypress Rd,,Houston,US,29.83045,-95.68535,McDonald's,77084,TX,mcdonalds,1,0.0016317192,0.0384644262,True,1,0,0,2,0,0,"[[ 29.83570607 -95.68682284]
 [ 29.83156586 -95.68778229]
 [ 29.82779336 -95.68904042]]"
4204,1201 S Mount Vernon Ave,Fast Food Restaurants,Colton,US,34.047888,-117.309618,McDonald's,92324,CA,mcdonalds,1,0.003313786,0.0337992891,True,0,2,1,2,3,0,"[[  34.04705782 -117.30992582]
 [  34.04711863 -117.31255357]
 [  34.04792282 -117.30784806]
 [  34.05139516 -117.3125255 ]
 [  34.04881    -117.30312   ]
 [  34.0482251  -117.3093554 ]
 [  34.047025   -117.312858  ]
 [  34.051315   -117.309086  ]]"
4205,1210 S Soto St,Fast Food Restaurant Boyle Heights,Los Angeles,US,34.027227,-118.219545,McDonald's,90023,CA,mcdonalds,1,0.003313786,0.0337992891,True,5,0,0,1,2,0,"[[  34.02665745 -118.21962319]
 [  34.026346   -118.219196  ]
 [  34.031038   -118.217849  ]
 [  34.0319987  -118.2164635 ]
 [  34.02244311 -118.22138678]
 [  34.02264082 -118.22017596]
 [  34.02802652 -118.22118688]
 [  34.02310944 -118.2165451 ]]"
4206,1398 W San Carlos St,Fast Food Restaurant,San Jose,US,37.32325,-121.91326,McDonald's,95126,CA,mcdonalds,1,0.003313786,0.0337992891,True,1,1,0,10,7,0,"[[  37.325893   -121.909315  ]
 [  37.322343   -121.91153   ]
 [  37.32119283 -121.91143387]
 [  37.323635   -121.914154  ]
 [  37.32605435 -121.90940832]
 [  37.32568488 -121.91440134]
 [  37.32326102 -121.9129066 ]
 [  37.32118976 -121.91145271]
 [  37.326092   -121.909668  ]
 [  37.32620652 -121.91018378]
 [  37.32782596 -121.91244539]
 [  37.32174    -121.91152   ]
 [  37.31848223 -121.91406259]
 [  37.32446343 -121.91419895]
 [  37.325413   -121.914392  ]
 [  37.31862164 -121.914443  ]
 [  37.32000411 -121.91090584]
 [  37.32409976 -121.91468239]
 [  37.327281   -121.915997  ]]"
4207,137 Canyon Dr,Fast Food,Oceanside,US,33.203582,-117.364021,McDonald's,92054,CA,mcdonalds,1,0.003313786,0.0337992891,True,3,0,0,3,0,0,"[[  33.20688664 -117.36299316]
 [  33.20549494 -117.3629243 ]
 [  33.20601583 -117.36183932]
 [  33.202176   -117.362684  ]
 [  33.199757   -117.36139   ]
 [  33.20176697 -117.36489105]]"
4208,138 E Harvard Blvd,Fast Food Restaurants,Santa Paula,US,34.346352,-119.070726,McDonald's,93060,CA,mcdonalds,1,0.003313786,0.0337992891,True,2,0,0,0,1,0,"[[  34.34692404 -119.0711266 ]
 [  34.34940302 -119.06674615]
 [  34.34459333 -119.07553617]]"
4209,13574 Camino Canada,Fast Food,El Cajon,US,32.82659,-116.901694,McDonald's,92021,CA,mcdonalds,1,0.003313786,0.0337992891,True,0,0,0,1,0,0,[[  32.82571235 -116.90138335]]
4210,13331 Beach Blvd,Fast Food Restaurant,Westminster,US,33.765905,-117.990142,McDonald's,92683,CA,mcdonalds,1,0.003313786,0.0337992891,True,1,0,1,0,0,0,"[[  33.76322    -117.989641  ]
 [  33.76335995 -117.99496604]]"
4211,4360 New York 42,,Monticello,US,41.6664,-74.6745,McDonald's,12701,NY,mcdonalds,1,0.003998132,0.0249715884,True,0,0,0,0,4,1,"[[ 41.66691011 -74.67618793]
 [ 41.66859724 -74.67204295]
 [ 41.66750903 -74.67902932]
 [ 41.66820315 -74.67339794]
 [ 41.66704254 -74.67243744]]"
4212,1474 N High St,,Hillsboro,US,39.22952,-83.6104,McDonald's,45133,OH,mcdonalds,0,0.007757798,0.0702343191,True,0,0,2,2,1,0,"[[ 39.22418    -83.60857   ]
 [ 39.22382701 -83.6083256 ]
 [ 39.23084038 -83.60746273]
 [ 39.227694   -83.611134  ]
 [ 39.2279214  -83.6118789 ]]"
